
Maison 8 pièces 150 m²,,349 000 €,Veauche 42340,Maison,8,150 m,B4078b,,,,A 8 min. MONTROND LES BAINS - UN HAVRE DE PAIX!! Construite dans un superbe parc entièrement clos, arboré et disposant d'une piscine, cette jolie villa provençale a tout pour plaire!!!  Pour commencer la visite, vous découvrirez une pièce de vie spacieuse et lumineuse disposant d'un coin salon, d'une salle à manger donnant sur la terrasse et d'une cuisine ouverte, aménagée et équipée avec îlot central. Coté nuit, vous poursuivrez avec 3 chambres et une salle d'eau avec WC. A l'étage, vous pourrez profiter d'une suite parentale avec sa salle d'eau et son balcon. Enfin, la maison bénéficie d'un studio indépendant et d'un garage 3 véhicules. A VISITER SANS TARDER!!!
Appartement 2 pièces 37 m²,,110 000 €,Villefranche-sur-Saône 69400,Appartement,2,37 m,15675833,,,,VILLEFRANCHE SUR SAONE, centre ville dans résidence récente de bon standing.  idéal primo accédant ou investisseur, bel appartement de type 2 d'une superficie de 37.80m², très bien agencé. Il est composé d'un séjour avec cuisine ouverte, 1 chambre, une salle de bains, nombreux placards de rangement. Une belle loggia de 8 m² et un parking sous sol complètent ce bien. Loyer possible 470 € HC Contact Christian TOUMAZEAU (agent commercial ) 06 18 99 18 21
Appartement 3 pièces 54 m²,,159 000 €,Jassans-Riottier 01480,Appartement,3,54 m,15558373,,,,Jassans, à proximlité directe de Villefranche, en bord de Saône, dans immeuble moderne bien entretenu, belle distribution pour cet appartement de type 3,  54 m², lumineux, terrasse 8 m² sur séjour, cuisine ouverte, 2 chambres avecplacard de rangement, parking extérieur et garage fermé.  Immo de france DPE " D", copro de 57 lots,  charges: 1161€ /an . M Colavet 0472754049 / 0618992300  prix : 159 000 €
Appartement 107 m² Ecully,,593 000 €,Ecully 69130,Oui,Appartement,107 m,tapp15769,,,,Coup de coeur à Ecully centre 
Studio les deux Alpes,,46 000 €,Les Deux-Alpes 38860,Appartement,1,18 m,,,,Magnifique petit studio idéal pour des vacances à trois voir quatre. Intérieur totalement refait et très bien équipé, télé frigo micro onde. Grande copropriété ayant réalisée cette année le ravalement des façades. Situé en plein centre de la station, des vacances sans voiture garanties. D autres photos sont disponibles.
Appartement 3 pièces 61 m²,,155 000 €,Lyon 69009,Appartement,3,61 m,15904626,,,,Lyon 9, prox Champagne, plateau, dans petite copropriété bien entretenue, T3 à vendre. Cet appartement traversant d'une superficie de 61 m² est composé d'une entrée, d'un séjour ouvrant sur balcon, d'une cuisine équipée indépendante, d'un coin nuit disposant de 2 chambres, 1 salle de douche, placard de rangement. Une cave complète ce bien. Commerces, écoles, transport en commun à proximité. Contact: Delphine CLEMENT 04 72 76 40 26
Villa 6 pièces 112 m²,,378 500 €,Rillieux-la-Pape 69140,Oui,Maison,6,112 m,17545,,,,Rillieux Vancia Villa t5 de 2012 avec jardin très au calme
Appartement 1 pièce 30 m²,,120 000 €,Lyon 69003,Appartement,1,30 m,15917809,,,,Lyon 3, idéal investisseur, emplacement de choix pour ce T1  Part Dieu Sud, proche Vivier Merle. Appartement T1 en RDC dans copropriété de 2012 disposant d'une pièce de vie avec coin kitchenette équipé, d'une salle de douche avec wc. Un box en sous-sol complète ce bien. Appartement vendu loué, loyer mensuel de 454 € HC + 33 € de charges.
Appartement 4 pièces 91 m²,,525 000 €,Lyon 69003,Appartement,4,91 m,15881271,,,,Lyon 3, Préfecture, à proximité des quais du Rhône, emplacement de choix  pour ce bel appartement de type 4, 91 m², disposant de 3 vraies chambres, dans résidence récente de standing, en rdj terrasse et jardin (50m² env) côté cour (1 étage sur rue). Séjour sur terrasse au calme. Garage en sous sol et cave.
Ferme 6 pièces 119 m²,,145 000 €,Montélimar 26200,Maison,6,119 m,2077,,,,MONTELIMAR fermette à vendre
PROX BERRIAT 3 PIECES DERNIER ETAGE 159 000 € fai,,159 000 €,Grenoble 38000,Oui,Appartement,3,52 m,,,,PROX COURS BERRIAT DANS RUE CALME 
Terrain 600 m² Bonneville,,130 000 €,Bonneville 74130,Terrain,600 m,1972_cb-3497574,Non renseigné,Non renseigné,,Au lieu dit DESSY, au bout d'une rue en impasse, jolie parcelle toute plate de 600 m² dans un petit lotissement de 5 lots. Au calme, voisinage résidentiel, vue sur les montagnes. Entièrement viabilisée, il faudra prévoir une fosse septique. Permis d'Aménagé 07404217A0001. Pour tout renseignement contactez l'Agence SCHMIDHAUSER à FILLINGES 0 450.311.111
Appt T3 en Savoie 50 m2,,148 000 €,Flumet 73590,Appartement,3,50 m,,,,Appartement T3 en RDC
Appartement T3 bis,,198 000 €,Lyon 69008,Appartement,3,68 m,,,,Appartement de type T3 bis comprenant séjour double -deux chambres - cuisine - salle de bains - wc - dégagement-placards-cave - balcon sur séjour - loggia sur cuisine -
Grande maison 6 chambres, piscine,,259 000 €,Bourg-en-Bresse 01000,Maison,7,154 m,,,,A bage La Ville, secteur Saint Cyr Sur Menthon, entre Bourg en Bressse et Macon
Appartement T3 neuf - Proche Voiron,,140 300 €,Voiron 38500,Appartement,3,63 m,Allees-de-la-chartreuse-D103,Non renseigné,Non renseigné,,APPARTEMENT NEUF LIVRAISON IMMINENTE
Villa 6 pièces 130 m²,,279 000 €,Maclas 42520,Maison,6,130 m,1_13017mlb,Non renseigné,Non renseigné,,2 minutes du centre du village, villa ossature bois construction de 2010 d'environ 130 m2 habitables sur deux niveaux. Le rez-de-chaussée offre une cuisine ouverte sur salon séjour, une chambre parentale avec salle d'eau privative, un WC, un cellier et une buanderie. L'étage se compose de trois chambres, une mezzanine et une salle de bains. Double garage de 56 m2 le tout sut un terrain d'environ 800 m2. Chauffage par géothermie + poêle à bois. Calme assuré. A VOIR!
Villa 4 pièces 90 m²,,153 750 €,Bessey 42520,Oui,Maison,4,90 m,1_13277-4,Non renseigné,Non renseigné,,Lotissement MARMANDE Bessey
Propriété 8 pièces 190 m²,,295 000 €,Saint-Julien-Molin-Molette 42220,Maison,8,190 m,1_13428meb,Non renseigné,Non renseigné,,RARE au coeur du Parc du Pilat, 50 min de LYON, belle propriété d'architecture 1900 d'environ 190 m2 habitables offrant au rez-de-chaussée une vaste entrée, une cuisine, un double salon, un séjour spacieux avec cheminée, un point d'eau. Le premier étage comporte 4 belles chambres ainsi qu'une salle d'eau avec WC. Les combles se composent d'une 5ème chambre et d'une pièce supplémentaire. Atelier, garage et cave. Grange aménageable sur deux niveaux d'une superficie d'environ 160 m2 offrant un beau potentiel. Le tout sur une parcelle de terrain de plus de 2 hectares au calme et bien arborée. Beaux volumes. Charme assuré. A VOIR!!
Appartement 4 pièces de 83 m²,,337 000 €,Thonon-les-Bains 74200,Non,Appartement,4,84 m,RefletsLemanC001,,,,Situé dans un cadre d'exception au coeur du quartier de Corzent. La Résidence Reflets Léman de Bouygues Immobilier propose des appartements aux vues magnifiques sur le parc de Corzent et le lac Léman. Copropriété intimiste à l'architecture sobre et contemporaine. 
